2,0,0
2,1,0
2,2,0
2,3,0
2,4,0
3,4,0
3,5,0
4,5,0
4,6,0
5,6,0
5,7,0
6,7,0
6,8,0
7,8,0
7,9,0
8,9,0
9,9,0
10,9,0
11,9,0
12,9,0
13,9,0
14,9,0
15,9,0
16,9,0
17,9,0
18,9,0
19,9,0
20,9,0
21,9,0
22,9,0
23,9,0
24,9,0
25,9,0
26,9,0
27,9,0
28,9,0
29,9,0
30,9,0
30,10,0
30,11,0
30,12,0
30,13,0
30,14,0
30,15,0
31,15,0
31,16,0
31,17,0
31,18,0
30,18,0
29,18,0
28,18,0
28,19,0
28,20,0
27,20,0
26,20,0
25,20,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,0
24,25,0
24,26,0
24,27,0
24,28,0
24,29,0
23,29,0
22,29,0
21,29,0
21,30,0
20,30,0
19,30,0
18,30,0
17,30,0
16,30,0
16,31,0
15,31,0
14,31,0
13,31,0
13,32,0
13,33,0
13,34,0
13,35,0
13,36,0
13,37,0
13,38,0
13,39,0
13,40,0
14,40,0
15,40,0
16,40,0
17,40,0
18,40,0
19,40,0
20,40,0
21,40,0
22,40,0
23,40,0
24,40,0
25,40,0
26,40,0
27,40,0
28,40,0
29,40,0
30,40,0
31,40,0
32,40,0
33,40,0
34,40,0
35,40,0
36,40,0
37,40,0
38,40,0
39,40,0
40,40,0
40,41,0
41,41,0
42,41,0
42,42,0
42,42,0
